prospect,in my opinion our conversion rate should be a fair amount higher particularly with mobile.
prospect,so we're starting to kind of you know see what's out there for solutions you know and i've talked to a few now including yourselves but we're kind of at the introductory replay it's just the exploration phase .
rep,got it and that's perfect andrew because from our perspective i want to give you two parts to that answer one i totally understand in terms of how global brands make decisions to integrate something and they have to write because you're a brand you're not a retailer so there's a certain image to upheld a certain type of you can become too salesy even though you want the conversion to go up can't become salesy in terms of your approach so you have to talk to the customers that way it has to look a certain way so i completely get that and we work with a lot of brands we work with express dot comm which is a huge branch of rule 21 another big brand we work with ashley furniture they they are their own brand of furniture and so we from a brand perspective that's our speciality because we work with brands we work with so many brands that we've understood that the there has to be that balance between functional and still being the brand image and maintaining that brand image.
rep,so i'll show you some examples and i know you know that you know this is an area of improvement that you got to do i'll give you an idea of what we are able to bring to the table and why it will be easy for you to sorry about that it will be easy for you to work with us compared to any other of the vendors that you work with or you've talked to.
rep,so starting from the top level is we don't necessarily give you a template to implement we customise our solutions for every single customer that we work with because we understand that your business is going to be different from what expresses does what wayto21 does so what ashley furniture does.
rep,and the idea behind that is that is the reflection of the brand that it doesn't need to have right so so here you see for example if i let they search for jeans just see autocomplete.
rep,sorry my internet i'm working out of a hotel that if you're travelling so our internet is a little bit slow so if my screen is a bit delayed i apologise.
rep,but the idea behind this is if you think about the experience with up here'll and even in some instances from fashion where where your vertical is a passion in apparel vertical you want to start engaging the customer with that first interaction right which is why you have those big banners of the homepage big images etc so that's the same thing you you want to do on search as well as soon as i start to type in some keywords you want to start seeing products product images and start to engage .
rep,the second is you want to give your customers a lot of choices in terms of okay if i'm hovering over each of these some categories you're actually starting to show some better products and different products based on that.
rep,right and this is how i want to engage the customer there's a lot of technology that goes into it it's not about ui or ux.
rep,for example here i search for jeans you see for men for women if i search for an outdated dress you'll see that it only shows four women right there's no dresses for men per set no perfect but but that's the idea the point is to make sure swatch is also a unique way of how customers buy from you how they interact how many products they look at before they decide to purchase one and to convert it so it's extremely important to make sure we define that so we work with you to figure that out that's number one.
rep,number two is in terms of integration with potential so we have a very unique approach and with express any platform that you want express it on atg route 21 is on a atg of customers who are on hybrid ashley furniture who's on site core now going into demandware a lot of different platforms we have a unique approach where very minimal id requirement in order to integrator so.
rep,there's three things you need one is you have to push the catalogues well that's pretty straightforward give us a jump on an sftp or we have a plugin for magento we can pull it etc second is deployer analytics that's also very straightforward it's somebody's one hours of work to actually do that it's like a google analytics tag is put into the adder and done third is the actual search results page right and you put two scripts one for the auto complete because it will go on every page and second for the search results of let's say if i'm searching for dress search for dress you can see that the header is rendered by you everything from the search results is rendered by us and then he renders a footer this way your it team all they have to do is give us a page render the header render the footer and give us a div tag in the middle and put our script and we'll render the entire result so everything you can see from 288 results for dress including the pagination all the way down is completely rendered by unbxd and it is extremely fast we render within 300 milliseconds which is something is an industry standard and that's part of our sla so that's why it's easy to you customise a solution for you specifically nobody else does we make the approach extremely simple so that you don't have to get a lot of ip approvals lot of ip hours in somebody's work of day were four times actually integrator.
rep,you obviously want to test it when we when we work with you .
rep,the third differentiator we bring in is the relevancy engine so not only have we built in a contextual relevance so i'll show you on swatch dot com i searched for men's watch right now you have watches for men like jeans and new genesis etc or you might have gender for men and obviously the watches a lot so that's where it is but when i search for it it doesn't come in the idea behind that is because the base magento algorithm or other vendors out there primarily do text pattern match because the letter m e n overlap that's the reason why this product is actually showing up  right.
prospect,aah.
rep,so that's the that's the third differentiator it's not just we try to do contextual relevance we actually do semantic relevance and we also use machine learning to start to make sure that the best performing products for that particular query automatically start to show up top.
rep,so let's say for men's watches i realise that a lot of customers were clicking on this sixth watch or maybe the ninth watch will take that product and start to percolate up to the top.
rep,right and then the fourth differentiator that very few companies have is the merchandising and that is what i was showing you this video is essentially for the <> and i just wanted to show you the dashboard know that we have a dashboard but because of the slow internet i wanted you to see how you are able to customise different segments of customers both for your category pages so if let's say today i went to swatch dot com and i wanted to say browse by men okay for men and this is what i see as the products that you've listed here.
rep,now what if i am a loyal customer right and these are one of your popular products something most of your loyal customers who already already have this product they would have already bought this one.
rep,so how do you make sure to show something different to only that group of customers i'll give you a use case is andrew.
rep,express for example they're starting to use our category changes product as well the merchant came and said look i have a new polka dot dress i want to send it to my loyal customers because i want them to know about this first get first dibs on it so when i send them an email making the polka dot dress being the hero they click on it i they come to the dressage category i want them to see that polka dot dress up top .
rep,so i'll boost the polka dot dresses for the dresses category page up top but if a customer who is not my loyal customer they also come to the site not through the email but through any channel they'll also see those polka dot dresses up top.
rep,now sometimes it's okay but sometimes i don't want them to see those polka dot dresses i want them to see the most popular dresses that are currently running because i know they are a first time user and popular dresses is what's going to sell better for first time users.
rep,so now you're able to contain and control <> that experience for your customers and you have your top of the funnel funding.
rep,let's say that's it today i'm just making these numbers up andrew you are making a million dollars today per month let's say through you online e-commerce and you're spending about $100000 in marketing activities.
rep,if you were to now take ten thousand dollars off of that let's say for example if you want to take ten thousand dollars off of that and only spend ninety thousand in your marketing activities in ten thousand your middle of the flow you improve your site search improve your category pages experience etc anything revenue now goes from a million to one point two million or one even one point one million right you've taken the ten thousand dollars and garden a 10x roi .
rep,and that's how i want you to think about it to say this makes sense but how do we structure this where you're already spending so much money for top of the funnel but when they come to the middle of the funnel we're not optimising it for them so where do we get the funding from and it doesn't have to be ten thousand i'm just making those numbers up maybe it's only five thousand for you guys and but the roi should at least be 10 20 x in terms of you invest a dollar you should get 10 to 20 dollars back from that investment .
rep,and that is what we will come in and do for you that is the fourth big differentiator we come in and we guarantee an uptick in conversion guaranteed if you do not see an uptick in conversion don't pay us walk away no question asked just give us.
prospect,so what is that looks like you guys offers for some sort of a pilot sort of program or<>
rep,absolutely give us yeah exactly so you integrate us let's show the us site you know 60 to 90 days live traffic within the 60 to 90 days you can either a/b tested or before and after tests if you want to do it that way if you don't have an a/b testing tool we will make sure we show you at least a 10x to a 20 x roi of thinness when you're making or not
rep,so let's just show you 20 to 40 thousand dollars in revenue incremental revenue.
prospect,yeah i mean you know from our side at least the your side we're already pretty convinced that if we're implement a solution such as this that we would certainly see an uptick in and conversions sir so it's you know and there's there's other things that we'd love to do you know such as i personally think cross selling is something we should really you know whether it's you know we we barely do any cross selling or up selling right now i mean if we send out a better cart triggers there's a little bit of it done with that but you know at the checkout you know shopping cart page we don't typically have any cross selling we do there also what they said you know the site search is pretty terrible where as you already saw if you're typing in digital watches or wall clocks or whatever it is you know right now it pretty much only works based on the attributes that are set at the product level and to be honest are we have a data what do you call it product management team that's entering that data and frustrating because half the time it's either incomplete or you know not totally correct or whatever it is so that conflicts with you know some of our search capability there also it's a customer mission types something they pretty much got to type its spot on or it's not gonna pull up so right now they have to kind of know the name of it or at least the partial name of you know the actual name of the watch which it is i'm pretty limiting or.
prospect,would you nobody knows the sku number.
prospect,so that's kind of ridiculous and i guess i'd be a little interested you know i was looking through your report again and i saw there was one just one slide it was page 15 about mobile optimisation and usability but i i guess i'd be a little interested in maybe if he could just talk for a few minutes more show me something about what you guys can do with that.
rep,yeah absolutely so let me i'll show you what i mean by that so both from so we talked about expressed in terms of how that autocomplete was like for example i'll show it to you again so this is my jeans this is what it looks like now if i were to now go in and after my little mobile app open it in a new window so you will see how you try to optimise the mobile experience.
prospect,while you're doing that i can give you an example i was just working on our report yesterday are you know i'm finding it more difficult to you know it's a little embarrassing to say it but we're still using bash and blast for the most part for our email campaigns.
rep,that's not my decision but that's the way they've been at doing it from you know kind of global directions so we're we're actually moving over to a new esp probably 60 to 90 days from now the contracts already signed and we're we're gonna be getting finally into more personificationz and you know dynamic re targeting and hopefully some of the things that we really need as far as email goes but based on the badge implies have been doing for the last couple of years since i came on board just in the last let's say if we compare the last if we compare quarter 1 of this year to quarter 1 of last year we have a now i'm talking email channel only okay we have a 30% increase in mobile traffic through the email channel.
prospect,however we have a 15 percent decrease in conversions probably the mobile channel when we're talking about email so you know that falls rate line with our trends we're seeing you know that mobile is just kind of taking over and i'm gonna be speaking for myself becoming very concerned that we're falling behind the curve there you know i'm saying .
rep,sure so i  totally understand that.
prospect,you know that's just that's just an insight that kind of you know it'll stretch that a little bit .
rep,no i i totally get it so i'll show you a few things in terms of what we do for mobile so here i wanted to just start with the autocomplete piece so if i now were to let's say do the jean thing you can see that we took away the images we've optimised it only with the text aspect of it let's say if you do dresses <> now and how that search explains you saw that this it again rendered by us express only renders the header and the footer we render everything in the middle you can see how our filters are optimised based on that versus when you had filters here they were all horizontal and this is what the filter experience looks like right versus now if i go to the mobile you can see that it's all optimised for mobile in terms of how the ui would work.
rep,and we still work with you because it still has to use your phones it has to use your colours but know that we can work in such a way that it optimises the experience uniquely for that search piece and then you can see we've tried to optimise the number of products to show but we still show enough product and we have some other techniques i'll show you that expresses can go for but some of our other customers have gone for and let's say i moved here and okay so here's my boots is an example i want to see more like these different all your recommendations keep that you are talking about right.
rep,what a lot of customers will have to do is if i really like these boots i have to go in into that page if i don't like it or if i want to see more of them i have to now come back out click on the second one go back in so it takes three clicks just to see two products right just to see the second product.
rep,so instead of that you have this approach where you can see more like this opens up in a modal window you go through all the products you won't like or don't like like it click it don't like it close it go to the next product right here and we have the same approach to do that on mobile i'll show you have to open right now here it is so this is what we've done i'm looking at these sunglasses and on mobile you want to show variety right you don't want to show similarity you want to show a lot of variety you wanna show mix-up different styles when customers want to see similarities but wants to see other types of similar products you can click here more like this open up in a modal window like it click it don't like it close it.
rep,all our recommendations are responsive we have nine different recommendation i'll show you the different cutting test has so we have recommended for you top sellers we have similar products or more like this we have cross selling products i see that you sell jewellery and some sunglasses etc with your watches you can cross sell them you can up-sell and cross-sell cause recommendations real results page recommendations you mentioned about special check right today with spell check you get a lot of viewers so there's two pick two ways how unbxd solves it 85% of spelling mistakes solved out of the box you do not have to manually create any synonym to solve the spelling mistake with unbxd.
rep,in those instances where customers have butchered the spelling too badly and they do see a zero result page people recommendations there as well because we want to give them the option to go back or to go forward the recently view gives them the option to go back recommendations give them the option to go forward.
rep,well we also have by the look or completely to set so if you are merchant in marketing team excuse me if you're merchant in marketing team wants to define a set of products to save this sunglasses goes with this jewellery with this watch you can complete you can create a complete the set so here i'm looking at this short and this jacket this boots and this vest sort of go together and it again it's the modal window you click on this by the look opens up in a modal window if you like it don't like it close it you're back onto the original window .
rep,so from a product discovery standpoint andrew we do front of the store so your category pages search result and your product recommendations we have a product for all three of them and the poc model that you talked about that is exactly how would you would give us 60 to 90 days live traffic you test these results you test everything you know you're not happy for any reason we don't put anything in our contract we make it very very simple if the sun is not shining in miami which is where you can walk away and get out of the contract .
prospect,do you guys have speaking of i think your if you guys are based in india is that right.
rep,no no we are based in mountain view california we have office in california chicago now yours.
prospect,do you have a local support team.
prospect,that's good okay well i just had two more quick questions for now .
rep,and i got a get running soon but one of the one of the other i guess we can say competitor platforms start looking at just you know kind of like yourself we just had kind of an exploratory call one thing that kind of caught our eye was that in terms of inventory we had an issue this past holiday season which was quite unfortunate where you know a lot of the end there was an inventory mix-up a lot of the inventory that just stayed in our us distribution centre got sent out to the brick-and-mortar stores because we have about 40 or so brick more stores in the us so all of a sudden we had very little inventory to pull from here in you know on eecom in the us so when i <> when customers were going to the site busted a lot of the products on whatever collection page they'd go to or whatever would show out of stock and it looked especially bad it was you know the first one the first watches that would show up on the page so they had some we saw some options from this other platform where they could you know we could set rules and things where it would automatically push the out of stock to the bottom or it would you know it's kind of a dynamic thing or even if from what i understand even if we could somehow set it were a full watch was out of stock that maybe it wasn't visible on the page things like that do you guys deal with any sort of inventory optimisation at all.
rep,absolutely so not only from an automation perspective so you can set up a rule to say if there's two types of products right products will go out of inventory that you're never going to restock you don't want to show them let's say for example and there are some problems that go out of inventory that you know are coming going to be restocked pretty soon if there are different kinds of flags like that we can automatically not show out of stock are never going to be stocked products and we can bury or demote the products that are going other out of stock and will be a restock right so the idea is you have tremendous amount of control at a global level and at a category level and at a query level on top of that so that's this inventory so.
rep,now let's say you wanted to have different pricing say for example you wanted to have different pricing for different zip codes i know that you don't today but you want to have less cost pricing might be slightly different than east coast in northwest etc whatever the pricing might be you can have different pricing you can have different inventory for different locations like for ashley furniture they have 250 different pricing based on because their business model is they shift from store right so if that store does not have inventory and you are within that zip code you don't want to necessarily show those products that are not in inventory right.
rep,so we have up to that complexity and availability for you to do that so that's a min for you let's say you also have clearance stuff let's say you have some products that are too high in inventory the opposite problems and you want to get rid of that inventory also we also have a diversity side or a diversity algorithm that figures out to say can i show best selling product which will always be low in inventory with some high inventory products because you might put them on sale maybe other clearance etc so try to make sure that those high inventory products also get the visibility and you've got to reduce them out of inventory.
rep,now you can do that automatically or you can do that using our merchandising dashboard where you can define and say i want to show high mentoring products in the third and fourth position in the 1st and 2nd section i don't need.
prospect,please show me in that real quick .
rep,i've only got a few more minutes but the member <> dashboard so one thing in magento right now that's very cumbersome is we still have to arrange our merchandise our pages basically by either typing in or copy pasting the actual sku numbers so a very time-consuming and obviously you know having a situation where we can either set up rules and/or do drag and drop they quickly reorganise pages you know that's something we kind of would really like .
rep,absolutely put here i'll show you here's a query called dress and i want to edit that sorry my internet is a little bit slow i could show you on this video but i just wanted to show you that we do have a merchandising dashboard they can create a campaign you can put a start and ended on that campaign you can define what devices what segments you want this to actually work on then you can do merchandising so here is merchandising so this is all the products that i see for that particular query i can then define i want to boost a certain from a certain field let's say or or i want to slot or i want to pin pinning is again pretty straightforward where you can define and say okay i found this product i want to pin this in position number three.
rep,right i can just go ahead and pin it and it will start to show up in that position.
rep,this source tool that exists that i want to get rid of this will start to show up it immediately
prospect,okay so and then what i was talking about the this year let me fix this this is the position i want insert this is the preview you see on the right hand side i'm gonna make this third position this products be in third position you'll see that in the third product it refreshes it will show that products in the third position you see that now.
rep,and you can do that same thing with plotting you can drag and drop also you can just drag the product here and put it up across the other side but what's slotting i was trying to show you was you want to make it it's a pinning based on rule so let's say i want fourth position i want a let's say title contains say i wanna pick a flooral so position five there we go he in fourth and fifth position it now shows floral dresses if these two go out of inventory it will automatically show the next floral dresses up top here you can boost.
rep,product based on any category.
prospect,so its in your inventory are they where do they go the out of stock
rep,so they can depending on what the rule is that if you don't want them just show they won't show up if you would want them to show berries towards the bottom those you're very towards the bottom bottom of any page or the results.
prospect,okay and how is this is this basically how is it actually communicating with our inventory control.
rep,so along with the catalogue you give us your inventory feed as frequently as you want every 30 minutes every hour every 10 minutes and we keep updating the inventory on our end.
rep,right so just set up an api or something.
rep,exactly yep we have an api you can call you have an api we can call or we can exchange files on it like an sftp or something like that .
rep,and we can process up to 50000 products every second that's how fast our processing is .
prospect,all right and then okay well so that's i think i'm running out of time here but um what might also be interesting is if you know i know you guys touched on it and one of your slides on your briefly on your report is over but it'd be interesting to see if you could expand on maybe this is having a look and like a little mini on it or analysis of just our focusing just on our mobile experience kind of showing us giving us more ideas about how you could optimise that okay i think you i think you just mentioned the search bar which is obviously one of them but yeah i mean the more kind of ideas you can show us and presents about how you can optimise especially the mobile experience you know and if you want to mention the inventory control or the inventory optimisation as well i think those are admit the two like main hot buttons right now for us because what we have to do is you know have some sort of i have some sort of cases we can build our case i should say so that we can kind of argue this that we need to get this done with with our hq counterparts.
prospect,yeah i mean typically i can just speak more in general how these works first so typically i it's tough for me to comment on time frame because i know right now there it's tough for us to get much done right now it's with hq because they're trying to finish up working on getting the chinese hema ecommerce market up and running which is a pretty pretty big project but .
prospect,after that i think things might open up a little more perhaps for some of these types of projects.
prospect,but to answer your question typically what they like to see is for the local markets to kind of do the research talk to the vendors and basically you know lists are from a local markets perspective lists are you know main kind of objectives and the the main things we we think are important based on because each market has their own trends and their you know their own sales trends their own audience their own customer base obviously that that resonates and the us is quite a bit different than europe even and.
rep,a <> to that.
prospect,so anyhow typically they'd like us to look at about you know or narrow down to about three top contenders i guess you could say in terms of solutions and then present our case to them about you know where each one kind of ranks in terms of our priorities and the ease of integration what the pricing would look like functionality and everything's laid out for them and then at that point as one you know either it kind of get to hand it off or you know you might be invited into the conversation with the swiss team and.
prospect,you know it could be with it could be with eecom well it would probably have to definitely some point be with them but also it could be with i mean the it team basically just test it in legal have to just check that just their main function what they're mainly looking at is that that you guys mainly would adhere to all the privacy laws of any given mark out.
rep,got it there so the privacy can reboot so i just sit in infidel energy sit here in the us.
prospect,who's that.
rep,taking legal.
prospect,well both there is uh as far as you know i mean it it would probably be here in the us looking at it but legal a lot if it seems to me the legal is more so and you i doubt you vendors to who had never talked legal but they just kind of brief you to make sure that there is no you know questionable you know data sharing or privacy issues that sort of thing.
rep,got it i see
rep,so so that gives us a good idea andrew so in in terms of the next step so it it seems like there's a few steps we need to cover before we get to a certain level of understanding as to what the next steps might be so the next steps will work on the mobile piece will work come up with some ideas i can also share our implementation approaches so that you can you can start some of the tech conversations if they look at this there's a very minimal minimally invasive way where we can do this it's called the ajax approach but i also include the other approaches that we use in case you wanna go down a different path and then the third thing is we will send you some questions and you if you can give us some idea on either the number of products you have the number of sessions you i can also give you some idea on the pricing so hopefully that different views of the world of everything that you need and then you can chew on it and then we can maybe in a week or so start bothering you again to see what your feedback is and then you can keep polishing it to how you want to have the conversation is that sounds like a plan getting ahead of ourselves.
prospect,well no that sounds fine but it probably won't be ready to you know it's gonna take more than a week because we have a lot of projects for which are going on right now so if you want to send that over you know in a week or whatever that's fine but it'll probably take me a couple more weeks to get back to you and schedule a follow-up or something.
rep,yeah absolutely no problem i mean you take your time i just was trying to figure out you know shouldn't we be bothering you from that perspective in that time frame and continue the conversation forward so that you're we're moving the ball forward and helping you execute on what you need to need to have right i mean you clearly identified you and your e-commerce head that you want these things we just want to make sure that we get the opportunity to help you with that.
rep,right so i'll work on that i will send it you give us a few days we'll send that to you and and if you have any questions in the meantime obviously let us know if you need to sign an nda to have more conversations let us know on that as well and we'll we'll just send you some questions so that we also get some of the context the better concepts on certain elements and we can start putting things together and keep sending them to you keep the dialogue.
prospect,oh sounds good.
rep,all right fantastic any questions that i didn't get a chance to answer andrew today.
rep,okay all right also so expect two or three emails from us in the next few days and we'll continue the conversation from there.
rep,all right awesome well andrew thank you so much for your time today i really appreciate it and we look forward to continue to working with you.
prospect,okay all right take care.
rep,alright awesome you too thanks bye.
rep,we obviously had a great conversation so thank you for remembering us we appreciate that .
rep,so jenny from your perspective i know that there were a few things on the agenda we wanted to show the merchandising dashboard we wanted to also share the experience study that we had done is there any particular order that you want us to start or you want us to pick and and sort of go to town.
prospect,i think you can just take it away.
rep,okay perfect can you guys see my screen.
prospect,<>.
rep,okay you guys can see my screen i'm hoping now.
prospect,ya waiting to project taken in but yeah we got you here.
rep,okay let me just stop and restart or maybe that works.
rep,you guys see screen now.
rep,yeah okay okay perfect well there we go okay well again thank you so much we really appreciate it just to repeat myself my name is monal patel and i manage to north america business for unbxd to give everybody else i know jenny had some conversation with us but for the rest of you folks to give you guys an idea of who we are we are a product discovery company you're based out of mountain view california six years old we power product discovery for about 1200 ecommerce sites across the globe we have about roughly hundred and twenty plus customers in north america mostly in the us but we have a couple of them in canada. and we've been growing tremendously for the past few years primarily because of four unique differentiators we have solved a lot of problems in front of discovery that were not solved before and we'll show you what those look like today we create a custom solution for each vertical for you guys like fashion apparel vertical you have a very unique solution that is optimised for your vertical and so we don't give you just a temporary solution third is we have a tremendous scale and infrastructure to manage redundancy and any kind of growth that kid donates might have and fourth we're still very affordable we regardless of what kind of features best and everything else we have we work with the business to make sure that this fits into the business model is fits into the pnl model and because of all these reasons we believe not just today but also in the future we will be the king of product discovery.
rep,now what do we mean by product discovery there are three ways a customers and discover products on the website on on site category pages site search and personalised product recommendation and we have a unique product for every single one of those customer experiences and clearance towards the ecommerce site.
rep,so here's what our agenda looks like today we'll walk you through the restoration study for cabinets that we had prepared we'll give you some idea on customer case studies and roi and some of what we do and how we work we'll also get into the deep technology conversation as to how first relevance work our personalization work and some of the merchandising components and category page merchandising as well.
rep,so that does that sound fair anything in particular you guys want to cover that i've not mentioned here.
rep,okay perfect so here's just an add-on here some of the customers that we work with today in fashion vertical express 221 we also work with large large mass merchants like bed bath and beyond and we just recently signed up two weeks ago with hsn dot com as well so a lot of expertise in practice in fashion and health pay so here's the three offering that unbxd has we have site search includes our relevant user behaviour machine learning user behaviour the auto suggest or the autocomplete you might call it merchandising and insight then we have category pages your normal taxonomy navigation category pages how do we personalise them how can you merchandise them you can create campaign segments and targeting and then you have product recommendations this is a rigid strategy where different steps in the journey of a customer's experience on the site how we can personalise that experience for them to recommending certain products and we also do that.
rep,so let's get into the specifics of the kitandace experience study okay so what we did we specifically focused on one element which is the site search component of kitten ace and we evaluated the website across five elements starting with relevance then the guided individual auto suggest in terms of what kind experience the customer has when they're using search if a customer makes a mistake the different words they send the words or errors in terms of spelling mistake etc what is that experience of like and then ultimately on mobile what is that usability optimisation looks like for mobile.
rep,let's get into some of the examples okay so when i search for say lingerie on the site you obviously have lingerie inner ware etc but when i search for it it doesn't give us any result if i let's say search for men's pullovers you clearly have meant pullovers it's probably pulling in one man's pullovers the rest of them are women if i do a feature query let's say a white top it doesn't always give us a white top it sometimes being some white top but not all white top and i was looking at it just this morning preparing for this call you have t-shirts so let's see if i go to look at looks a and you have t-shirts and long sleeves but let's see if i search for t-shirts you'll see that i don't see any results now typically you might think and say well search is very small percentage of our traffic which is usually two for fashion maybe 10 20 percent of the traffic is going to be.
rep,hello did i lose anybody.
prospect,nope.
rep,you guys are okay so um typically search might be in fashion and apparel vertical is maybe 10 20 percent of your traffic but if you look at the analytic and i'll show you an example of an analytics that we have so here this is a sofa a small size customer but just wanted to give you an idea you can see here this is a ga screenshot for that customer and you can see here visits without search roughly 208 34000 i'll just zoom in a little bit deeper to read through okay so you can see 234 k of visits without site search and then 34 k visit with site search .good i'll just try to see if i can pull that up one more time there we go all right this will work with so you can see visits without side search 234000 87% with this visit with site search about just 12.9% in terms of the traffic
rep,so if you scroll over and he starts being the revenue you can see that the site visits with site search have almost 46 percent of the revenue coming from search.
rep,aright 53% is coming from non search visitors and you can see the conversion rate almost 4.65 is for navigation or non search customers but 25% from search customers and this is what you've seen is typical customers the new site search are three times more likely to buy from you they have very high intent which is why they're specifically you want to go to a particular product they don't want to wait around clicking and navigating to particular pages this is one of those straight for search and we believe that the same might be true for a kid named sometime the percentage of search users is quite low and the revenues like little but that's also because the user experience for search is not so great customers may have already used search in the past and they know it doesn't work sometimes they would not use search as much and that's why you might see that the usage as well.
rep,and customers search for a lot of different types of products right here research for women tanks tank top you can see what the results look like versus if i navigate so single word queries multi-word feature searches like a white top or a might just be searching for a product type like t-shirts and it doesn't give good results and this we believe is a good opportunity for us to come in and help.
rep,please <> don't take this personally not a dig into what's not working it's the start of our way of saying this is what we see as an opportunity and hopefully you guys see it the same way okay any questions so far.
prospect,no not yet.
rep,okay all right awesome so let's get into the experience aspect of it so when we start talking about site search you can see here with the visual autocomplete as soon as i started searching for men's pants you can see what that experience looks like it very very textual very textual in nature we believe that this should be much more engaging especially in fashion and accessories you want to give your customers the ability to quickly engage with your products and so i'll show you an example so here's an example i express my comic search started to search first a jeans you can see how quickly we started to show jeans and then we also guide the customer so the function of the autocomplete is not just to put some text out there the function of the autocomplete is to engage the customer gives them a sense that they're on the right path so to quickly show them some products that you have that are best sellers best performing products but also guide them so if i'm looking for jeans for women if i'm looking for jeans for men first are looking for very blue jean jeans white jeans etc and experience can be so quick that i actually hover over any of these you can actually see other results would change depending on what i'm clicking on and this solution also needs to be machine learning it has to learn exactly from the catalogue from what the customers are using and try to predict what the customer might be getting into so when we look at jeans there were jeans for rent men and women but now when i'm looking at dress you can see the dress is only for women we're not necessarily coming in and hard-coding those types of elements for both men and women when it does may not exist so that's the visual autocomplete component.
rep,next is i'm looking for synonyms so a lot of times customers might be using some colloquial words to describe their own product and how can you make sure you know you're looking for coat versus jacket how is it possible to make sure that the customers always be good results.
rep,so unbxd has built a synonym library on the backend by scanning almost a hundred thousand e-commerce site indexing almost 200 million product and because of this we are able to do the data enrichment on top of what your catalogue data might exist next is stemming so i searched for a long sleeve versus long sleeve with space without space i might be long sleeve or long sleeve in every single instance you should be able to show the result prolongs these t-shirts or slumping clothes.
rep,today and i believe braden and jenny i think that the platform that you guys are using is hybrids with solar on the back and for search correct.
rep,so in solar today the only way to solve a problem like this is to actually page to solve for something long sleeve without space with space it so create a synonym on the back end there is no other way to do that same thing with error correction if i'm looking for cardigan misspelling a cardigan somehow the only way to solve for that is to create a synonym synonym on back end. with unbxd you do not have to create any kind of synonym on the back end we solved 85% of error mistake out of the box and it's not because you have built its synonym library of all the permutations and combinations of the misspelling it's because we use algorithms to figure out whether the customer has made a spelling mistake in terms of a typo drop the letter transpose letters and we also use recurring neural networks to understand if we suggested a particular correction did the customer interact with it if they did not is there any other possible correction to it that we need to start suggesting and if they interact with that around so that's part of the machine learning components as well is that correct i mean today you guys have spelling mistakes if you see that on the site do you guys have to manually solve that i know that other hybrids solar customers that we work with do that so i just want to make sure i double chicken validate that as well.
prospect,yeah its manual <>.
rep,right and you have to create every single permutation and combination its not just you add one word and it seems worse you have to create that the variables of how a misspelling would have to be that a customer could make and put those in there is synonym.
rep,okay all right the next piece was the experience on mobile now in mobile you do have a search box right up top but again from a relevancy perspective it is still a challenge and again from an autocomplete perspective the challenges of how this would look like.
