prospect,do that a little later just send an email and ask for the product recommendation stuff.,
rep,alright thank you so much for your time and i will drop you an email who live in the bay and we can get start accordingly.,
rep,got it perfect that's that's fair enough as far as it responds so i'll send you this document anything else that you are looking for matt dan from my perspective that i can add for an issue with information.,
rep,i will send you an email with all these details in a bit and i think i'll let you get it started and so looks like if you beat your routine  may take another couple of weeks to finish all the changes.,
rep,so we're on april to start off on our end and i agree we should not take more than two to three weeks to get this once these started.,
rep,are you talking next monday you would want it by next monday that's gonna be you're talking about 9 9th november that's gonna be a bit tough because i'll have to get my resourcing down accordingly i think it's gonna be trying to cut it a bit too close that may not work out but let me do this can i get back to later in the day to see how soon we can get this done.,
rep,i'll just drop you an email with the access that we require so that i can you know get that done you know at least half installed today itself and then your team can you know get working on the recommendations piece and in the meantime let me figure out a resource so that we can get this up and running quickly but i have feelings so yeah 9 gonna be anything too short so let me see i will definitely try getting something and done and when are you actually planning to take this whole thing live.,
rep,yeah so let's do this uh you know once you've given me the access today itself let me just assess you know what ha other side does and how much effort is required if it's something straight forward i'll let you know how much effort it's gonna take to actually get something up and running otherwise what we can definitely do is make sure at least we have our autosuggest so then you can demo that and you know some of the very basic functionalities of search so let me see once you give us the access i you know get to see the side and i'll let you know how much effort it will take it out oh yeah something pretty simple and straightforward so it shouldn't really get too long so we figure that out.,
rep,okay got you so okay so i just drop you guys an email oh you know the email id that should be given the access or in case you're giving us the admin access that's just fine and let me just get back to you little the day but the timeline is and what we can achieve early next week later next week and so.,
rep,okay so what we require is a read only access to your ga account so that we can start looking at how people are making searches on your site and it also helps us should what you know before and after to figure out how best we can find you our search to make sure we get you better so .,
rep,all right great so i dropped you an email with all these details and some of the requirements that we have from your end including the ga access and the design for the search box and in the meantime i'll try and get the autosuggest and the recommendation designs ready in the next couple of days and share those with you.,
rep,absolutely totally makes sense so thank you for saying that also first taking the time what i like like i said again once you get to the evaluation please don't hesitate to let us know if there's anything any questions that may come up before we need to decide on a particular path we'll be more than happy to jump on a call and provide whatever feedback you can send us the catalogue will at least have it looked at be ready whenever you guys are ready what is it the time calling then for us to reach out to you and start bothering you again say sometime the end of february beginning of march or is that too late.,
rep,alright awesome so we'll wait for your email colleen on the 4-h fall catalogue will be ready by end of february with our analysis whatever just direction you take will support you where you need us and it will take it from there.,
rep,got it so that's you mentioned some of these dates very quickly so help me help me with those dates one more time please so you said that you are here till thursday and then you're on vacation until when.,
rep,absolutely no problem implementation and got it so robin you're gonna send us the catalog i'll send you the implementation doc or the analytics piece and a confirmation whether the catalogues works or not and who to catalogues one that is a lie gets and one that i buy goes.,
rep,and lorraine we will try to come up with a few time slots between this week and next week to see what your availability is and we'll schedule a demo for you as well.,
rep,that works okay and your eastern time so we'll keep that in mind and once we go through this robin i guess and we also have to look at broncho so we'll take a look at that as well and if everything works out by the time you come back we'll have answers for you we'll schedule something once you come back and we'll schedule an implementation call at that time to determine specifics and specific timelines is that a fair expectation.,
rep,so so what do you think our next step should be oh you know how soon you want to take this life i just want to understand some of these timelines so that i can have my team down to work accordingly.,
rep,alright so as next steps unfortunately i think she was not able to find a reliable wi-fi to join the call can we schedule a call i can i apologize to do this although i in 15 minutes you might have to do another call anyways so what i wanted to request is do you have any availability to tomorrow early morning afternoon preferably that works for you you can schedule a call 30 to 40 minutes typically is what it takes and she will run you through all the minutiae details that she needs to know and you can help her guy a little bit business your end obviously to figure out how to design the solution and she'll figure that out start the implementation and then you can see what the timelines are you can see what you can expect from us we will tell you what we expect from you all of that stuff that a fair request .,
rep,tomorrow morning and i'll try to block an hour of your time however note that it will only take 40 to 45 minutes unless there's a lot of discussion and back-and-forth then we'll may may need the full hour okay .,
prospect,absolutely i'll send you the presentation i'll also send you a proposal so you can see exactly what you're gonna get in the in the application and in our services and what our sla's all of that stuff that as well awesome .,
rep,okay right now i can put this information in an email if you guys do you guys have any timeline as to when do you guys want to make a decision by or get started.,
rep,so i guess i'll reach out to either three one of you or all three of you say by friday if you don't hear from you is that fair friday okay.,
rep,okay so what justin's going to do vicky is send you some metrics that we would like to get back we will put together an roi for you and then also propose an yosi so it gives you the opportunity to actually deploy unbxd and a pfc environment and based on what you get back i'm assuming we will do a commitment on an uplift on conversion and if we don't hit that you simply walk away no questions asked no cost etc so it really makes it very easy and straightforward for you and you get to actually see firsthand the success that unbxd will bring to you .,
rep,absolutely so justin after this call will send you email that we're looking for get us those numbers back to us the metrics back to us and we can have that next conversation as soon as tomorrow early next week whenever it makes sense absolutely.,
rep,if this seems interesting i know you have an emergency to attend to but if this seems interesting as a follow-up what we can do is make we can send you some questions if you feel that in nda is required to answer those details send us your nda or we can send you our whatever works for you we get that executed and you share the numbers and we'll sue then and our why to you so you can see what kind of roi not only that an uptick in conversion that your your expecting for what does that roi to look like by investing something in our.,
prospect,yeah i can do that because i i run all his i mean i'm kind of working on a deal with him where we kind of manage everything for him anyway so i do have access to some data and it's not like this guy is completely price adverse just so you understand this i think again we can lock him down yeah.,
prospect,could you send me an email with all of the data points that you want and i will email you.,
rep,yeah i'll send you that but on high level i see this customer on our lower pricing band approximate around thousand dollars right is where i see <>.,
rep,okay yeah sounds good i'll send you that email and then wait for the data from you and then we can we can look at maybe an roi based pricing and if not then we can give him a flat price i'll work on that.,
rep,sounds good so anything that you would want from me at this point in time anything that i could i could send across maybe that helps your evaluation or decision-making i'd be more than happy to do that.,
rep,okay great thank you jeff thanks thanks a lot for for spending time with us jeff and don and if you have any follow-up questions feel free to reach out to me or sharath and and we'll be more than happy to connect with you and answer any questions you have.,
prospect,great would you mind sending out us the deck after the call.,
rep,well in terms of next steps we just want to respect the time you guys have to go to meeting but in terms of next steps what are your thoughts.,
prospect, i think we just need is that you are gonna send over the deck to us.,
prospect, okay you said you're gonna send over the deck to us.,
prospect, okay yeah i think um there's a lot of information you guys provided i think we'll just need to take a second look and kind of derive out all the important information that we can present to both our director and a senior management and we'll just have to see if we can get this proposal approved.  so right now the balls on our court and we just need to see if this is something that we can acquire whether it be for q4 or starting on 2017 in q1 so um if we have any questions we'll definitely keep in touch with you guys this project we actually have another project kind of higher in priority so this will be the runner-up.,
prospect,especially because black friday is ahead of us and that's a very busy time for us so it would be best i stayed to follow up with us maybe the first month or first week of december.  if that's okay with you guys i will try to see if we can get this proposal out to the board as soon as possible.,
prospect, okay yeah well definitely consider that i know you guys have very different ways of implementing our vision across the search function yeah so just send over the proposals and over the deck we'll take a look and we'll try to get in touch with you guys as soon as we can.,
rep, okay i'll also hook back with you guys just in a couple weeks and the other ohh you will have black friday but also go back with you just after you confirm you on that the documentation and then we'll continue that dialogue.,
rep,yeah so what do you recommend as a next step jeff when what.,
prospect, let me let me meet with next opr tomorrow some other company convert i forgot what to call this i'm not so interested in them anyway but and then probably a week i'll let you know either put.,
rep, so when you think jeff would be a good time for us to connect back and then maybe say.,
prospect, give me around two weeks.,
rep, okay cool sure jeff we'll connect back with you yeah in the meantime if you have any questions at feel free to shoot me an email i'll send you the deck right away after this this call so that you have the unbxd information with you handy.,
rep,cool do let me know what should be the next steps is there a specific time you want us to connect next week or.,
rep,the only thing i could say we will show the value rings it's very difficult as a tool we discuss things theoretically and unless we show the value so what i'll do is i add about 10 to 10 white for the week after for say a wednesday or thursday i'll walk half an hour just to discuss proposal and happy to answer any additional questions you have and if you give us a go-ahead post that week we can set up an implementation call me and take next steps so what i'll do now just so that you have all the information that you are send you the deck and send you a high level implementation overview and i also send you the pricing so that you could look at it in multiple ways then and then take it up from there.,
rep,back next week there are the following week whenever you think would be a right time. why don't you shoot me an email like next friday i gotta get in touch with a few other folks on my team you just what the pricing is like and because i think that you might what you're doing might save us on the ux side so we'll see i'll figure this out thank you so much for your time. i will send you this presentation and and some of the shopify sites for every view after this call.,
